TOID,geometry,prop_of_rec
osgb1000000254190399,"POLYGON ((384501 393549, 384501 393548.5, 384500.7716320765 393548.5, 384499.76771919127 393553.6880962621, 384502.1215634312 393554.14357249904, 384503.11686082877 393549, 384501 393549))",1.0540575228518423
osgb1000000254190399,"POLYGON ((384499 393548.5, 384499 393548, 384498.04239765985 393548, 384498 393548.11779661017, 384498 393548.5, 384497.8624363698 393548.5, 384496.3744560968 393552.6341676112, 384498.62508051534 393553.44421815866, 384500.4046162714 393548.5, 384499 393548.5))",1.0448739384632784
osgb1000000254190401,"POLYGON ((384817.5 393626, 384817.5 393625.5, 384818.5 393625.5, 384818.5 393625, 384818.52960327774 393625, 384816.4046206208 393620.5344567353, 384814.23747919075 393621.5657171399, 384816.34758620686 393626, 384817.5 393626))",1.0754111423799786
osgb1000000254190401,"POLYGON ((384819.5 393625, 384819.5 393624.5, 384820.5 393624.5, 384820.5 393624, 384821.17066370783 393624, 384818.94604990573 393619.3250869376, 384816.77890847565 393620.35634734225, 384818.98864663695 393625, 384819.5 393625))",1.068069058001997
osgb1000000254190401,"POLYGON ((384821.5 393623.5, 384822.5 393623.5, 384822.5 393623, 384823.5 393623, 384823.5 393622.5, 384823.57379310345 393622.5, 384821.48747919075 393618.1157171399, 384819.3203377607 393619.14697754453, 384821.5 393623.7274271779, 384821.5 393623.5))",1.0538952027685968
osgb1000000254190405,"POLYGON ((384925 393813.5, 384925 393813, 384923.57450187264 393813, 384923.3132938254 393818.224160946, 384925.71029943874 393818.3440112266, 384925.9525 393813.5, 384925 393813.5))",1.0603427925455302
osgb1000000254190405,"POLYGON ((384920.76600093633 393813, 384920.5117966321 393818.0840860863, 384922.9088022454 393818.20393636695, 384923.16899906367 393813, 384920.76600093633 393813))",1.0730077556069715
osgb1000000254190405,"POLYGON ((384917.9575 393813, 384917.71029943874 393817.94401122665, 384920.10730505205 393818.0638615073, 384920.36049812735 393813, 384917.9575 393813))",1.0437890381191512
osgb1000000254190410,"POLYGON ((384753 393588.5, 384753 393589, 384752 393589, 384752 393589.5, 384751.7219028822 393589.5, 384752 393590.07969540043, 384752 393590, 384752.5 393590, 384752.5 393590.5, 384753 393590.5, 384753 393591, 384753.5 393591, 384753.5 393590.5, 384754 393590.5, 384754 393592.5, 384753.5 393592.5, 384753.5 393593, 384753.40095693624 393593, 384753.9122749957 393594.0658460958, 384756.07615843485 393593.02776687837, 384753.90405405406 393588.5, 384753 393588.5))",0.8430248534296128
osgb1000000254190410,"POLYGON ((384752 393591.5, 384752 393592, 384752.5 393592, 384752.5 393591.5, 384752 393591.5))",0.021701388888888888
osgb1000000254190410,"MULTIPOLYGON (((384752 393589.5, 384751 393589.5, 384751 393590, 384750 393590, 384750 393590.5, 384749.94264158193 393590.5, 384750.1825064468 393591, 384750.5 393591, 384750.5 393590.5, 384752 393590.5, 384752 393590, 384752.36465761863 393590, 384752 393589.23986862594, 384752 393589.5)), ((384752.5 393590.5, 384752.60452248354 393590.5, 384752.5 393590.28212214704, 384752.5 393590.5)), ((384753.5 393592.5, 384753.5 393593, 384752.5 393593, 384752.5 393592.5, 384752 393592.5, 384752 393593, 384751.1419659063 393593, 384752.0759068562 393594.94680648705, 384754.23979029537 393593.90872726956, 384753.56398194307 393592.5, 384753.5 393592.5)))",0.5218052067180207
osgb1000000254190410,"MULTIPOLYGON (((384750 393590, 384750 393590.5, 384749 393590.5, 384749 393591, 384748 393591, 384748 393591.15943265235, 384748.16338028165 393591.5, 384749.5 393591.5, 384749.5 393591, 384750.5 393591, 384750.5 393590.821990773, 384750.10566658864 393590, 384750 393590)), ((384750.5 393593, 384750.5 393592, 384749.5 393592, 384749.5 393592.5, 384749 393592.5, 384749 393593, 384748.8829748762 393593, 384749.36270460597 393594, 384749.5 393594, 384749.5 393594.28619321575, 384749.6025694708 393594.5, 384750 393594.5, 384750 393595, 384749.8424343357 393595, 384750.2395387165 393595.82776687836, 384752.40342215565 393594.78968766093, 384751.5448557778 393593, 384750.5 393593)))",0.763652019534679
osgb1000000254190411,"POLYGON ((384831 393538, 384831.8798242705 393538, 384829.5706054046 393533.22534870554, 384827.41011150874 393534.2702529208, 384827.76304738165 393535, 384829 393535, 384829 393535.5, 384829.5 393535.5, 384829.5 393536, 384829 393536, 384829 393537.5, 384829.5 393537.5, 384829.5 393538.59140624997, 384829.6976128387 393539, 384830 393539, 384830 393538.5, 384831 393538.5, 384831 393538))",0.8907025772894981
osgb1000000254190411,"POLYGON ((384832 393537.5, 384833 393537.5, 384833 393537, 384834 393537, 384834 393536.5, 384834.18557994685 393536.5, 384831.6676449993 393532.084851166, 384829.58784757974 393533.2709481252, 384832 393537.50060940225, 384832 393537.5))",1.0694489389284436
osgb1000000254190411,"POLYGON ((384834.5 393536, 384835 393536, 384835 393535.5, 384835.5 393535.5, 384835.5 393534.02861937927, 384835.44999999995 393534, 384833.5 393534, 384833.5 393533, 384833 393533, 384833 393532.5976504166, 384831.28415497305 393531.61552202527, 384830.1182364316 393533.6524609314, 384834.5 393536.16052799864, 384834.5 393536))",0.9603114771871404
osgb1000000254190412,"POLYGON ((384601.5 393928.5, 384601.5 393928.4417906454, 384601.05920985906 393927.8457927084, 384600 393928.62916666665, 384600 393930, 384599.5 393930, 384599.5 393929.5, 384598.8225352113 393929.5, 384597 393930.8479166667, 384597 393931.5, 384597.5 393931.5, 384597.5 393932, 384598 393932, 384598 393932.5, 384598.5 393932.5, 384598.5 393932.7236086676, 384602.48631350487 393929.7753976379, 384601.5430506685 393928.5, 384601.5 393928.5))",1.0039607968282995
osgb1000000254190412,"POLYGON ((384603 393930.5, 384603 393930.4699596595, 384602.1206580362 393929.28099024366, 384598 393932.32856024953, 384598 393932.5, 384598.5 393932.5, 384598.5 393933.5, 384599 393933.5, 384599 393934, 384599.5 393934, 384599.5 393934.2042522505, 384603.547761682 393931.21059517324, 384603.0222173351 393930.5, 384603 393930.5))",1.0669875861239795
osgb1000000254190412,"POLYGON ((384600.75 393935.5, 384604.60920985905 393932.6457927084, 384604.5013840018 393932.5, 384604.5 393932.5, 384604.5 393932.49812867364, 384603.18210621324 393930.71618777886, 384599 393933.8092038324, 384599 393934, 384599.5 393934, 384599.5 393934.5, 384600 393934.5, 384600 393935.5, 384600.75 393935.5))",1.0617516473382513
osgb1000000254190414,"POLYGON ((384631.11348976346 393811, 384630.8877526482 393815.8122720615, 384633.2850858672 393815.9247276912, 384633.5160981226 393811, 384631.11348976346 393811))",1.0153731336211036
osgb1000000254190414,"POLYGON ((384631.0570270598 393811, 384630.8301950413 393815.8093775452, 384633.2275007649 393815.9224453364, 384633.45966557227 393811, 384631.0570270598 393811))",1.0148460265675854
osgb1000000254190414,"POLYGON ((384631.00056290434 393811, 384631 393811.0118705036, 384631 393811.5, 384630.97685269173 393811.5, 384630.7726374505 393815.8064827164, 384633.16991567856 393815.92016266915, 384633.4032318841 393811, 384631.00056290434 393811))",1.0138285703722678
osgb1000000254190418,"POLYGON ((384665.5 393959, 384665.5 393956.60070298624, 384660.6083633852 393956.56637571176, 384660.5915216946 393958.96631661884, 384665.3914035088 393959, 384665.5 393959))",1.0208668481343752
osgb1000000254190418,"POLYGON ((384665.5 393953.87555285613, 384660.62748630403 393953.84135977755, 384660.61064461345 393956.24130068463, 384665.5 393956.2756119505, 384665.5 393953.87555285613))",1.0168864005892453
osgb1000000254190418,"POLYGON ((384665.5 393951.15029847814, 384664 393951.14257921715, 384664 393951.5, 384663 393951.5, 384663 393952, 384661.5 393952, 384661.5 393952.5, 384660.6349891061 393952.5, 384660.6297129046 393953.5252668236, 384665.5 393953.5503301683, 384665.5 393951.15029847814))",0.7666678466767475
osgb1000000254190420,"POLYGON ((384535.5 393806.5, 384535.5 393806, 384534.57900534634 393806, 384534.2936602851 393811.26303112996, 384536.6901406801 393811.3929607899, 384536.95542168675 393806.5, 384535.5 393806.5))",1.0478717304187317
osgb1000000254190420,"POLYGON ((384535.5 393806.5, 384535.5 393806, 384533.5492274155 393806, 384533.26690048265 393811.2073634298, 384535.6633808776 393811.3372930898, 384535.9256437559 393806.5, 384535.5 393806.5))",1.0809524829138943
osgb1000000254190420,"POLYGON ((384532.5194494847 393806, 384532.5 393806.3587349398, 384532.5 393807, 384532.4652326172 393807, 384532.2401406801 393811.1516957297, 384534.6366210751 393811.28162538965, 384534.92297425884 393806, 384532.5194494847 393806))",1.08743275517273
osgb1000000254190421,"POLYGON ((384657.2642857139 393779.5, 384659.5 393779.33526315785, 384659.5 393776.9287567419, 384654.3366136681 393777.3092167874, 384654.49803979957 393779.5, 384657.2642857139 393779.5))",1.0358605998448742
osgb1000000254190421,"POLYGON ((384659.5 393775, 384659 393775, 384659 393773.3930625814, 384654.07479565876 393773.7559723751, 384654.25115964015 393776.1494835504, 384659.5 393775.7627268922, 384659.5 393775))",1.044348897007335
osgb1000000254190421,"POLYGON ((384659 393769.8205263158, 384653.81297764945 393770.20272796263, 384653.9893416308 393772.59623913787, 384659 393772.22703273175, 384659 393769.8205263158))",1.0651381979248071
osgb1000000254190424,"MULTIPOLYGON (((384537.5 393595.5, 384537.5 393595, 384537.75134951196 393595, 384537 393593.45753596025, 384537 393595, 384536 393595, 384536 393595.5, 384535.5 393595.5, 384535.5 393595.85861601087, 384535.5688695415 393596, 384536.5 393596, 384536.5 393595.5, 384537.5 393595.5)), ((384535.55935493927 393590.5, 384535.5556242348 393590.49234114424, 384535.5399011799 393590.5, 384535.55935493927 393590.5)), ((384536 393592, 384536.2900197968 393592, 384536 393591.4046111692, 384536 393592)), ((384536.5 393592.5, 384536.53357474937 393592.5, 384536.5 393592.4310735647, 384536.5 393592.5)))",0.16598655738046147
osgb1000000254190424,"POLYGON ((384537.5 393595.5, 384537.5 393595, 384538.5 393595, 384538.5 393594.5, 384539.35898547515 393594.5, 384537.0518068381 393589.76353577845, 384535.5399011799 393590.5, 384536 393590.5, 384536 393592, 384536.5 393592, 384536.5 393592.5, 384537 393592.5, 384537 393595, 384536.93295055215 393595, 384537.17650550464 393595.5, 384537.5 393595.5))",0.7769557364173523
osgb1000000254190424,"POLYGON ((384539.5 393594.5, 384539.5 393594, 384540.5 393594, 384540.5 393593.5, 384540.7230664858 393593.5, 384539.5052917232 393591, 384539.5 393591, 384539.5 393590.9891364903, 384539.0181818182 393590, 384539 393590, 384539 393589.9626740947, 384538.5479894412 393589.03473041276, 384536.3903546476 393590.0857356922, 384538.5405865154 393594.5, 384539.5 393594.5))",1.0607779793475074
osgb1000000254190429,"POLYGON ((384817.5 393742.5, 384817 393742.5, 384817 393741.5, 384816.5 393741.5, 384816.5 393740.5, 384816.4417275204 393740.5, 384811.7336171245 393742.8060132551, 384812.7892990016 393744.96136375424, 384817.5 393742.6540816326, 384817.5 393742.5))",1.0612247167385733
osgb1000000254190429,"POLYGON ((384816 393739.5, 384815.5 393739.5, 384815.5 393738.5, 384815 393738.5, 384815 393737.9857291886, 384810.4614580631 393740.2086885047, 384811.5171399403 393742.3640390039, 384816 393740.168352444, 384816 393739.5))",1.0530837370960353
osgb1000000254190429,"POLYGON ((384814.5 393737.5, 384814.5 393736.5, 384814 393736.5, 384814 393735.5, 384813.5 393735.5, 384813.5 393736, 384813 393736, 384813 393737, 384812.5 393737, 384812.5 393737.5, 384811.5 393737.5, 384811.5 393738, 384810.5 393738, 384810.5 393737.5, 384809.41666666657 393737.5, 384809.18929900165 393737.61136375426, 384810.2449808788 393739.7667142534, 384814.8728558129 393737.5, 384814.5 393737.5))",0.73677271764143
osgb1000000254190432,"POLYGON ((384661 393972.5, 384662.5 393972.5, 384662.5 393973, 384663 393973, 384663 393972.5, 384663.5 393972.5, 384663.5 393973, 384664 393973, 384664 393972.5, 384664.5 393972.5, 384664.5 393973, 384665.5 393973, 384665.5 393970.6, 384662.5 393970.6, 384662.5 393971, 384661.5 393971, 384661.5 393970.6, 384660.55 393970.6, 384660.55 393973, 384661 393973, 384661 393972.5))",0.888020833343742
osgb1000000254190432,"POLYGON ((384661 393972.5, 384662.5 393972.5, 384662.5 393972.725, 384663 393972.725, 384663 393972.5, 384663.5 393972.5, 384663.5 393972.725, 384664 393972.725, 384664 393972.5, 384664.5 393972.5, 384664.5 393972.725, 384665.5 393972.725, 384665.5 393970.325, 384662.5 393970.325, 384662.5 393971, 384661.5 393971, 384661.5 393970.5, 384661 393970.5, 384661 393970.325, 384660.55 393970.325, 384660.55 393972.725, 384661 393972.725, 384661 393972.5))",0.9162326388828761
osgb1000000254190432,"POLYGON ((384665.5 393970.05, 384662.5 393970.05, 384662.5 393971, 384661.5 393971, 384661.5 393970.5, 384661 393970.5, 384661 393970.05, 384660.55 393970.05, 384660.55 393972.45, 384665.5 393972.45, 384665.5 393970.05))",0.9292534722331363
osgb1000000254190437,"POLYGON ((384600.5 393495, 384600.5 393493.66870368266, 384596.0152785332 393491.7703038877, 384595.079717204 393493.98044528574, 384597.48828199937 393495, 384599.5 393495, 384599.5 393495.8515679442, 384599.85065133736 393496, 384600 393496, 384600 393495, 384600.5 393495))",0.9949003437445354
osgb1000000254190437,"POLYGON ((384600.5 393495, 384600.5 393493.5, 384601 393493.5, 384601 393492.61778535217, 384599.5405628265 393492, 384598.5 393492, 384598.5 393491.55952576525, 384596.4685155676 393490.6995906147, 384595.5329542384 393492.9097320128, 384600.47093924 393495, 384600.5 393495))",1.0408430688265478
osgb1000000254190437,"POLYGON ((384600.5 393493.5, 384601 393493.5, 384601 393492.5, 384601.5 393492.5, 384601.5 393491.5668670217, 384601.3420353982 393491.5, 384601 393491.5, 384601 393492, 384598.5 393492, 384598.5 393490.5, 384597 393490.5, 384597 393490, 384596.76465495763 393490, 384595.9861912729 393491.8390187395, 384600.5 393493.7497312833, 384600.5 393493.5))",0.7284885720395027
osgb1000000254190438,"MULTIPOLYGON (((384577 393813, 384574.63167894183 393813, 384574.623072305 393813.17966354406, 384577 393813.29352834384, 384577 393813)), ((384577 393808.5, 384577 393809, 384577.2260479042 393809, 384577.2739520958 393808, 384574.87119989994 393808, 384574.8472478041 393808.5, 384577 393808.5)))",0.16336687293817195
osgb1000000254190438,"POLYGON ((384573.5 393812.5, 384573.5 393811.5, 384573 393811.5, 384573 393809.5, 384572.5 393809.5, 384572.5 393808.5, 384574.2667952596 393808.5, 384574.29074735544 393808, 384571.88799515954 393808, 384571.6466977833 393813.03708272864, 384574.04394873994 393813.15192109783, 384574.0751784931 393812.5, 384573.5 393812.5))",0.6559790063714469
osgb1000000254190438,"POLYGON ((384568.9047904192 393808, 384568.67032326164 393812.8945019132, 384571.06757421826 393813.0093402824, 384571.30754261505 393808, 384568.9047904192 393808))",1.032833271828045
osgb1000000254190439,"POLYGON ((384611.5 393942, 384611.5 393941.85180779477, 384611.32884688076 393941.62320634443, 384607.5 393944.4898508287, 384607.5 393944.5, 384607.48644421273 393944.5, 384607 393944.86419910815, 384607 393945, 384607.5 393945, 384607.5 393945.5, 384608 393945.5, 384608 393946, 384608.5 393946, 384608.5 393946.73927835916, 384612.76724370854 393943.5444076785, 384611.61095099413 393942, 384611.5 393942))",1.078574236839904
osgb1000000254190439,"POLYGON ((384613 393944, 384613 393943.8552896889, 384612.1014263605 393942.65510567743, 384608 393945.7258294802, 384608 393946, 384608.5 393946, 384608.5 393947, 384609 393947, 384609 393947.5, 384609.5 393947.5, 384609.5 393947.60090873117, 384613.5398231883 393944.5763070114, 384613.10834411194 393944, 384613 393944))",1.080845944540924
osgb1000000254190439,"POLYGON ((384610.449965181 393948.5, 384614.312402668 393945.6082063444, 384613.1083441119 393944, 384613 393944, 384613 393943.855289689, 384612.8740058402 393943.6870050104, 384608.5 393946.96180813166, 384608.5 393947, 384609 393947, 384609 393947.5, 384609.5 393947.5, 384609.5 393948, 384610 393948, 384610 393948.5, 384610.449965181 393948.5))",1.0710773101091433
osgb1000000254190441,"POLYGON ((384583 393903.5, 384583 393903.43697921187, 384581.6275331052 393901.58352694, 384577.5 393904.63993288594, 384577.5 393905, 384578 393905, 384578 393905.5, 384578.5 393905.5, 384578.5 393906.5, 384579 393906.5, 384579 393906.5155591509, 384583.0557696352 393903.5122934926, 384583.04666640016 393903.5, 384583 393903.5))",1.0721417513742073
osgb1000000254190441,"POLYGON ((384583 393903.5, 384583 393903.43697921187, 384582.5684148402 393902.8541436637, 384578.5 393905.86677299725, 384578.5 393906.5, 384579 393906.5, 384579 393907, 384579.5 393907, 384579.5 393907.5, 384580 393907.5, 384580 393907.7423992622, 384583.9966513702 393904.7829102163, 384583.04666640016 393903.5, 384583 393903.5))",1.0706826492807524
osgb1000000254190441,"POLYGON ((384580.9584592145 393909, 384584.9375331052 393906.05352694, 384584.52765074023 393905.5, 384584.5 393905.5, 384584.5 393905.46265897015, 384583.5092965752 393904.1247603874, 384579.5 393907.0936131086, 384579.5 393907.5, 384580 393907.5, 384580 393908.5, 384580.5 393908.5, 384580.5 393909, 384580.9584592145 393909))",1.0692509180955185
osgb1000000254190443,"POLYGON ((384555.5 393704, 384555.5 393703.2583333333, 384555.1260273973 393702.5, 384554 393702.5, 384554 393703, 384553 393703, 384553 393703.5, 384552.9432075732 393703.5, 384555.1705138344 393708.0164821407, 384557.3230039238 393706.9549801788, 384555.86575342464 393704, 384555.5 393704))",1.0766205050612334
osgb1000000254190443,"POLYGON ((384552.5 393708.5, 384553.5 393708.5, 384553.5 393708, 384554 393708, 384554 393708.59372183983, 384554.7492489685 393708.22422919783, 384552.4194921038 393703.5, 384552 393703.5, 384552 393704, 384551 393704, 384551 393704.5, 384550.2366722798 393704.5, 384552.5 393709.0895256548, 384552.5 393708.5))",1.008567053856292
osgb1000000254190443,"POLYGON ((384549 393705, 384549 393705.5, 384548 393705.5, 384548 393706, 384547.7767123288 393706, 384549.995890411 393710.5, 384550 393710.5, 384550 393710.50833333324, 384550.0230039238 393710.5549801788, 384552.17549401324 393709.4934782169, 384549.95953215286 393705, 384549 393705))",1.0828827280229554
osgb1000000254190444,"POLYGON ((384788.5 393639, 384789.5 393639, 384789.5 393638.86535003997, 384787.32210062724 393634.1361971164, 384785.14215934835 393635.14011744224, 384787.15 393639.5, 384788.5 393639.5, 384788.5 393639))",1.0636779742280011
osgb1000000254190444,"POLYGON ((384790.5 393638.5, 384790.5 393638, 384791.5 393638, 384791.5 393637.5, 384792.15600492497 393637.5, 384790.0321299879 393632.8881572793, 384787.852188709 393633.89207760507, 384789.9742582329 393638.5, 384790.5 393638.5))",1.051687211184723
osgb1000000254190444,"POLYGON ((384793 393637.5, 384793 393637, 384794 393637, 384794 393636.5, 384794.9802631579 393636.5, 384792.74215934833 393631.64011744224, 384790.56221806945 393632.64403776807, 384792.7985164658 393637.5, 384793 393637.5))",1.0804311984853066
osgb1000000254190448,"MULTIPOLYGON (((384910.55927872367 393768, 384910.5882991948 393768.0593212572, 384910.70955882355 393768, 384910.55927872367 393768)), ((384910.5 393767.5, 384911 393767.5, 384911 393767, 384912 393767, 384912 393766.5, 384913 393766.5, 384913 393766, 384913.5 393766, 384913.5 393765.5, 384914 393765.5, 384914 393766, 384914.5 393766, 384914.5 393766.14568345324, 384915 393765.9010791367, 384915 393765, 384914.5 393765, 384914.5 393764, 384914 393764, 384914 393763.7184882827, 384909.5336385662 393765.9034708546, 384910.5 393767.8788273149, 384910.5 393767.5)))",0.8409648572484617
osgb1000000254190448,"POLYGON ((384914 393763, 384913.5 393763, 384913.5 393762, 384913 393762, 384913 393761.23694198305, 384908.3609688805 393763.50639605604, 384909.41562950914 393765.66224645864, 384914 393763.4195328371, 384914 393763))",1.054668164615969
osgb1000000254190448,"POLYGON ((384912.5 393761, 384912.5 393760, 384912 393760, 384912 393759, 384911.5 393759, 384908.5 393760.4676258993, 384908.5 393760.5, 384908.4338235294 393760.5, 384907.1882991948 393761.1093212572, 384908.2429598234 393763.2651716598, 384912.87323718687 393761, 384912.5 393761))",1.0478539890273673
osgb1000000254190449,"POLYGON ((384809.5 393697.5, 384808.95 393697.5, 384808.5 393697.725, 384808.5 393698, 384809 393698, 384809 393699, 384809.5 393699, 384809.5 393699.90828157304, 384814.316563146 393697.50000000006, 384813.2432505168 393695.3533747416, 384809.5 393697.22500000003, 384809.5 393697.5))",1.0793029631049909
osgb1000000254190449,"POLYGON ((384809.508281573 393700, 384814.3549068314 393697.57668737083, 384813.2815942022 393695.4300621124, 384809.5 393697.3208592135, 384809.5 393697.5, 384809.14171842695 393697.5, 384808.5 393697.8208592135, 384808.5 393698, 384809 393698, 384809 393699, 384809.5 393699, 384809.5 393700, 384809.508281573 393700))",1.0836904738262592
osgb1000000254190449,"POLYGON ((384809.69999999995 393700, 384814.3932505168 393697.6533747416, 384813.3199378876 393695.5067494832, 384809.5 393697.416718427, 384809.5 393697.5, 384809.3334368539 393697.5, 384808.5 393697.9167184269, 384808.5 393698, 384809 393698, 384809 393699, 384809.5 393699, 384809.5 393700, 384809.69999999995 393700))",1.085617595183128
osgb1000000254190452,"POLYGON ((384981.5872048387 393998, 384980.86363079573 393992.81438602565, 384978.48665904684 393993.14605650224, 384979.1639534884 393998, 384981.5872048387 393998))",1.0559188889123508
osgb1000000254190452,"POLYGON ((384982.5 393998, 384982.5 393997.5, 384984.05236391205 393997.5, 384983.3501449213 393992.46743056626, 384980.9731731724 393992.79910104285, 384981.6988800036 393998, 384982.5 393998))",1.0600105962942086
osgb1000000254190452,"POLYGON ((384986 393997.5, 384986 393997, 384986.5 393997, 384986.5 393996.87441860465, 384985.8366590468 393992.1204751069, 384983.45968729793 393992.45214558346, 384984.164039077 393997.5, 384986 393997.5))",1.0726368804071977
osgb1000000254190456,"POLYGON ((384604 393562, 384605 393562, 384605 393561.5, 384605.20680847904 393561.5, 384603.05678584863 393557.08373729984, 384600.8989235988 393558.13427550043, 384603.02434210526 393562.5, 384604 393562.5, 384604 393562))",1.0508108641927254
osgb1000000254190456,"POLYGON ((384606 393561.5, 384606 393561, 384607.5 393561, 384607.5 393560.5, 384608.0241192672 393560.5, 384605.7278547237 393555.7833485054, 384603.56999247393 393556.833886706, 384605.84165289346 393561.5, 384606 393561.5))",1.0711684655457931
osgb1000000254190456,"POLYGON ((384608.5 393560, 384609.5 393560, 384609.5 393559.5, 384610.5 393559.5, 384610.5 393558.7986842105, 384610.35458795016 393558.5, 384610 393558.5, 384610 393558, 384609 393558, 384609 393557.5, 384608.5 393557.5, 384608.5 393558, 384608 393558, 384608 393557, 384609.5 393557, 384609.5 393556.74463015655, 384608.3989235988 393554.48295971093, 384606.241061349 393555.5334979115, 384608.5 393560.17348000535, 384608.5 393560))",0.9314712325488914
osgb1000000254190458,"POLYGON ((384703.5 393612, 384703.5 393611.5, 384704 393611.5, 384704 393612, 384704.5 393612, 384704.5 393610, 384704 393610, 384704 393609.5, 384703.5 393609.5, 384703.5 393609.1282017267, 384702.85551788 393608.6945369189, 384702 393609.96594738855, 384702 393610, 384701.9770863788 393610, 384701.5176318316 393610.6828090158, 384703.4751483804 393612, 384703.5 393612))",0.502886955554769
osgb1000000254190458,"POLYGON ((384707 393612, 384707 393611.5, 384707.02479968814 393611.5, 384706.2817348736 393611, 384706 393611, 384706 393612.5, 384705.5 393612.5, 384705.5 393613.3625, 384705.704342824 393613.5, 384706 393613.5, 384706 393613, 384706.5 393613, 384706.5 393612, 384707 393612))",0.15734245410441478
osgb1000000254190458,"POLYGON ((384703.5 393611.5, 384704 393611.5, 384704 393611.88390300237, 384704.1885980575 393612, 384704.5 393612, 384704.5 393610, 384704 393610, 384704 393609.5, 384703.5 393609.5, 384703.5 393608.7626632066, 384703.07330704876 393608.5, 384703 393608.5, 384703 393608.45487372257, 384702.962989481 393608.43209082546, 384702 393609.9964546698, 384702 393610, 384701.9978175693 393610, 384701.7070218375 393610.4723938713, 384703.5 393611.5761135183, 384703.5 393611.5))",0.4570354124343702
osgb1000000254190458,"POLYGON ((384707 393612, 384707 393611.5, 384707.5 393611.5, 384707.5 393611.2249790789, 384707 393610.9171895949, 384707 393611, 384706 393611, 384706 393612.5, 384705.5 393612.5, 384705.5 393612.8072714545, 384706 393613.1150609385, 384706 393613, 384706.5 393613, 384706.5 393612, 384707 393612))",0.16884035848963524
osgb1000000254190458,"POLYGON ((384704.5 393610, 384704 393610, 384704 393609.5, 384703.5 393609.5, 384703.5 393608.5, 384703 393608.5, 384703 393608.2259739655, 384702.9872691594 393608.21909858496, 384701.851192639 393610.3227216577, 384704.5 393611.7532288094, 384704.5 393610))",0.39933393567313347
osgb1000000254190458,"POLYGON ((384707 393612, 384707 393611.5, 384707.5 393611.5, 384707.5 393610.65623079624, 384707.2107142857 393610.5, 384707 393610.5, 384707 393611, 384706 393611, 384706 393612.5, 384705.8827634657 393612.5, 384706.5 393612.8333429564, 384706.5 393612, 384707 393612))",0.1588783035437669
osgb1000000254190459,"POLYGON ((384608.5 393662.5, 384608.5 393662, 384609.5 393662, 384609.5 393661.5, 384609.73106943804 393661.5, 384607.55913209205 393657.0337626408, 384605.40081072995 393658.0833572758, 384606 393659.3154929579, 384606 393659, 384606.5 393659, 384606.5 393660, 384606.33287671226 393660, 384606.81917808217 393661, 384607 393661, 384607 393660, 384608 393660, 384608 393662, 384607.305479452 393662, 384607.548630137 393662.5, 384608.5 393662.5))",0.8584599725086841
osgb1000000254190459,"POLYGON ((384610.5 393661.5, 384610.5 393661, 384611.5 393661, 384611.5 393660.5, 384612.4235826642 393660.5, 384610.4783771848 393656.5, 384609.5 393656.5, 384609.5 393657, 384609 393657, 384609 393656.5, 384608.65672850836 393656.5, 384607.9716500489 393656.8331545933, 384610.2411433631 393661.5, 384610.5 393661.5))",0.9796756693737555
osgb1000000254190459,"POLYGON ((384613.5 393660, 384613.5 393659.5, 384614.5 393659.5, 384614.5 393659, 384614.8729452055 393659, 384612.70081072993 393654.53335727577, 384610.5424893678 393655.5829519108, 384612.69050590444 393660, 384613.5 393660))",1.0479520777727982
osgb1000000254190460,"MULTIPOLYGON (((384645 393542.5, 384645 393542, 384646 393542, 384646 393541.5, 384646.28341686237 393541.5, 384645.5 393539.90006415435, 384645.5 393540, 384645 393540, 384645 393541.5, 384644 393541.5, 384644 393542.2941379311, 384644.10080142686 393542.5, 384645 393542.5)), ((384644.3247961727 393537.5, 384644.0445959377 393536.9277600836, 384642.8759369535 393537.5, 384644.3247961727 393537.5)))",0.28479863751624845
osgb1000000254190460,"POLYGON ((384646 393542, 384646 393541.5, 384647 393541.5, 384647 393541, 384648 393541, 384648 393540.89827151375, 384645.66686077445 393536.13340971526, 384643.5113904479 393537.1888469097, 384643.663748168 393537.5, 384645 393537.5, 384645 393538, 384645.5 393538, 384645.5 393540, 384645 393540, 384645 393540.2289650089, 384645.86719644396 393542, 384646 393542))",0.8373649769737602
osgb1000000254190460,"POLYGON ((384648 393541, 384648 393540.5, 384649 393540.5, 384649 393540, 384649.5 393540, 384649.5 393539.85422535206, 384647.2891256112 393535.33905934694, 384645.13365528465 393536.39449654135, 384647.3887638748 393541, 384648 393541))",1.0760372292149538
osgb1000000254190461,"POLYGON ((384818 393705, 384817.95 393705, 384817 393705.475, 384817 393707, 384816 393707, 384816 393707.5, 384814 393707.5, 384814 393706.975, 384813.5 393707.225, 384813.5 393708, 384814 393708, 384814 393709, 384814.5 393709, 384814.5 393709.4082815729, 384819.116563146 393707.1, 384818.0432505168 393704.9533747416, 384818 393704.975, 384818 393705))",0.7940029357697427
osgb1000000254190461,"POLYGON ((384814.5 393710, 384815 393710, 384815 393711, 384815.5 393711, 384815.5 393712, 384815.508281573 393712, 384820.3549068314 393709.57668737083, 384819.2815942022 393707.4300621124, 384814.5 393709.8208592135, 384814.5 393710))",1.086476187487879
